"","Rank","Company","Ticker","Sector","Industry","Profitable","Founder_is_CEO","FemaleCEO","Growth_in_Jobs","Change_in_Rank","Gained_in_Rank","Dropped_in_Rank","Newcomer_to_the_Fortune500","Global500","Best_Companies","Number_of_employees","MarketCap_March31_M","RevenuePercentChange","ProfitsPercentChange","CEO","Country","HeadquartersCity","HeadquartersState","Website","CompanyType","Footnote","Revenues","Abs_Profits","Assets","MarketCap_March31"
"772",772,"ChampionX","CHX","Energy","Oil and Gas Equipment, Services","yes","false","false","yes",47,"yes","no","n/a","no","no",7300,5371,23.8,36.8,"Sivasankaran Somasundaram","U.S.","The Woodlands","TX","www.championx.com","Public","Market value as of March 31, 2023.",3.806e+09,1.55e+08,3.388e+09,5.371e+09
"773",773,"Brinker International","EAT","Hotels, Restaurants & Leisure","Food Services","yes","false","false","yes",6,"yes","no","n/a","no","no",62025,1674,14,-10.6,"Kevin D. Hochman","U.S.","Dallas","TX","www.brinker.com","Public","Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",3.804e+09,1.18e+08,2.484e+09,1.674e+09
"774",774,"American Water Works","AWK","Energy","Utilities: Gas and Electric","yes","false","true","yes",-72,"no","yes","n/a","no","no",6500,28513,-3.5,-35.1,"M. Susan Hardwick","U.S.","Camden","NJ","www.amwater.com","Public","Market value as of March 31, 2023.",3.792e+09,8.2e+08,2.7787e+10,2.8513e+10
"775",775,"Civitas Resources","CIVI","Energy","Mining, Crude-Oil Production","yes","false","false","yes",NA,"","","n/a","no","no",353,5482,307.4,597.6,"M. Christopher Doyle","U.S.","Denver","CO","www.civitasresources.com","Public","Market value as of March 31, 2023.",3.791e+09,1.248e+09,7.971e+09,5.482e+09
"776",776,"Tutor Perini","TPC","Engineering & Construction","Engineering & Construction","no","false","false","yes",-138,"no","yes","n/a","no","no",8100,318,-18.3,-328.5,"Ronald N. Tutor","U.S.","Sylmar","CA","www.tutorperini.com","Public","Market value as of March 31, 2023.",3.791e+09,2.1e+08,4.543e+09,3.18e+08
"777",777,"Lincoln Electric Holdings","LECO","Industrials","Industrial Machinery","yes","false","false","yes",16,"yes","no","n/a","no","no",12000,9740,16.3,70.8,"Christopher L. Mapes","U.S.","Cleveland","OH","www.lincolnelectric.com","Public","Market value as of March 31, 2023.",3.761e+09,4.72e+08,3.181e+09,9.74e+09
"778",778,"Wynn Resorts","WYNN","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","no","false","false","yes",-59,"no","yes","n/a","no","no",27000,12722,-0.2,NA,"Craig S. Billings","U.S.","Las Vegas","NV","www.wynnresorts.com","Public","Market value as of March 31, 2023.",3.757e+09,4.24e+08,1.3415e+10,1.2722e+10
"779",779,"Visteon","VC","Motor Vehicles & Parts","Motor Vehicles & Parts","yes","false","false","no",105,"yes","no","n/a","no","no",10000,4421,35.4,202.4,"Sachin S. Lawande","U.S.","Van Buren Township","MI","www.visteon.com","Public","Market value as of March 31, 2023.",3.756e+09,1.24e+08,2.45e+09,4.421e+09
"780",780,"A.O. Smith","AOS","Industrials","Electronics, Electrical Equip.","yes","false","false","no",-34,"no","yes","n/a","no","no",12000,10436,6.1,-51.6,"Kevin J. Wheeler","U.S.","Milwaukee","WI","www.aosmith.com","Public","Market value as of March 31, 2023.",3.754e+09,2.36e+08,3.332e+09,1.0436e+10
"781",781,"H.B. Fuller","FUL","Chemicals","Chemicals","yes","false","true","yes",6,"yes","no","n/a","no","no",7000,3685,14.4,11.7,"Celeste B. Mastin","U.S.","St. Paul","MN","www.hbfuller.com","Public","Figures are for fiscal year ended Nov. 30, 2022. Market value as of March 31, 2023.",3.749e+09,1.8e+08,4.464e+09,3.685e+09
"782",782,"TransUnion","TRU","Business Services","Financial Data Services","yes","false","false","yes",27,"yes","no","n/a","no","no",12200,12003,19.1,-80.6,"Christopher A. Cartwright","U.S.","Chicago","IL","www.transunion.com","Public","Includes revenues from discontinued operations. Market value as of March 31, 2023.",3.747e+09,2.7e+08,1.1666e+10,1.2003e+10
"783",783,"Ares Management","ARES","Financials","Securities","yes","true","false","yes",-156,"no","yes","n/a","no","no",2550,24760,-21.5,-59,"Michael J. Arougheti","U.S.","Los Angeles","CA","www.aresmgmt.com","Public","Market value as of March 31, 2023.",3.743e+09,1.68e+08,2.2003e+10,2.476e+10
"784",784,"Hawaiian Electric Industries","HE","Energy","Utilities: Gas and Electric","yes","false","false","yes",79,"yes","no","n/a","no","no",3698,4208,31.3,-2,"Scott W.H. Seu","U.S.","Honolulu","HI","www.hei.com","Public","Market value as of March 31, 2023.",3.742e+09,2.41e+08,1.6284e+10,4.208e+09
"785",785,"Comerica","CMA","Financials","Commercial Banks","yes","false","false","yes",40,"yes","no","n/a","no","no",7488,5710,23.7,-1.5,"Curtis C. Farmer","U.S.","Dallas","TX","www.comerica.com","Public","Market value as of March 31, 2023.",3.74e+09,1.151e+09,8.5406e+10,5.71e+09
"786",786,"Align Technology","ALGN","Health Care","Medical Products and Equipment","yes","false","false","yes",-87,"no","yes","n/a","no","no",23165,25641,-5.5,-53.2,"Joseph M. Hogan","U.S.","Tempe","AZ","www.aligntech.com","Public","Market value as of March 31, 2023.",3.735e+09,3.62e+08,5.948e+09,2.5641e+10
"787",787,"Arch Resources","ARCH","Energy","Mining, Crude-Oil Production","yes","false","false","yes",193,"yes","no","n/a","no","no",3404,2463,68.7,294.3,"Paul A. Lang","U.S.","St. Louis","MO","www.archrsc.com","Public","Market value as of March 31, 2023.",3.725e+09,1.331e+09,2.433e+09,2.463e+09
"788",788,"Signature Bank","SBNY","Financials","Commercial Banks","yes","false","false","yes",168,"yes","no","n/a","no","no",2243,12,60.6,45.6,"Joseph J. DePaolo","U.S.","New York","NY","www.signatureny.com","Public","Federal Deposit Insurance Corporation was appointed as receiver of the company, March 12, 2023. Flagstar Bank, subsidiary of New York Community Bancorp acquired loans, deposits, and all branches, which now operated under the Flagstar name, March 20, 2023. Market value as of March 31, 2023.",3.711e+09,1.337e+09,1.10364e+11,1.2e+07
"789",789,"Abercrombie & Fitch","ANF","Retailing","Specialty Retailers: Apparel","yes","false","true","no",-64,"no","yes","n/a","no","no",18400,1366,-0.4,-98.9,"Fran Horowitz","U.S.","New Albany","OH","www.abercrombie.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",3.698e+09,3e+06,2.713e+09,1.366e+09
"790",790,"MSC Industrial Direct","MSM","Wholesalers","Wholesalers: Diversified","yes","false","false","yes",NA,"","","n/a","no","no",6880,4702,13.8,56.7,"Erik Gershwind","U.S.","Melville","NY","www.mscdirect.com","Public","Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",3.692e+09,3.4e+08,2.729e+09,4.702e+09
"791",791,"Trimble","TRMB","Technology","Electronics, Electrical Equip.","yes","false","false","no",-57,"no","yes","n/a","no","no",11825,12945,0.5,-8.7,"Robert G. Painter","U.S.","Westminster","CO","www.trimble.com","Public","Market value as of March 31, 2023.",3.676e+09,4.5e+08,7.269e+09,1.2945e+10
"792",792,"Gray Television","GTN","Media","Entertainment","yes","false","false","yes",143,"yes","no","n/a","no","no",9168,809,52.3,405.6,"Patrick D. LaPlatney/Hilton H. Howell Jr.","U.S.","Atlanta","GA","www.gray.tv","Public","Market value as of March 31, 2023.",3.676e+09,4.55e+08,1.1152e+10,8.09e+08
"793",793,"Green Plains","GPRE","Energy","Energy","no","false","false","yes",77,"yes","no","n/a","no","no",902,1844,29.6,NA,"Todd A. Becker","U.S.","Omaha","NE","www.gpreinc.com","Public","Market value as of March 31, 2023.",3.663e+09,1.27e+08,2.123e+09,1.844e+09
"794",794,"Chord Energy","CHRD","Energy","Mining, Crude-Oil Production","yes","false","false","yes",NA,"","","n/a","no","no",531,5604,114.6,480.8,"Daniel E. Brown","U.S.","Houston","TX","www.chordenergy.com","Public","Includes revenues from discontinued operations. Acquired Whiting Petroleum and changed name from Oasis Petroleum, July 1, 2022. Market value as of March 31, 2023.",3.657e+09,1.856e+09,6.631e+09,5.604e+09
"795",795,"Splunk","SPLK","Technology","Computer Software","no","false","false","yes",105,"yes","no","n/a","no","no",8000,15868,36.7,NA,"Gary Steele","U.S.","San Francisco","CA","www.splunk.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",3.654e+09,2.78e+08,6.344e+09,1.5868e+10
"796",796,"Mercury General","MCY","Financials","Insurance: Property and Casualty (Stock)","no","false","false","no",-103,"no","yes","n/a","no","no",4300,1758,-8.8,-306.8,"Gabriel Tirador","U.S.","Los Angeles","CA","www.mercuryinsurance.com","Public","Market value as of March 31, 2023.",3.643e+09,5.13e+08,6.514e+09,1.758e+09
"797",797,"Ciena","CIEN","Technology","Network and Other Communications Equipment","yes","false","false","yes",-59,"no","yes","n/a","no","no",7998,7834,0.3,-69.4,"Gary B. Smith","U.S.","Hanover","MD","www.ciena.com","Public","Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",3.633e+09,1.53e+08,5.07e+09,7.834e+09
"798",798,"Comstock Resources","CRK","Energy","Mining, Crude-Oil Production","yes","false","false","yes",NA,"","","n/a","no","no",244,2994,96,NA,"M. Jay Allison","U.S.","Frisco","TX","www.comstockresources.com","Public","Market value as of March 31, 2023.",3.628e+09,1.141e+09,5.694e+09,2.994e+09
"799",799,"Akamai Technologies","AKAM","Technology","Internet Services and Retailing","yes","true","false","yes",-41,"no","yes","n/a","no","no",9811,12239,4.5,-19.6,"F. Thomson Leighton","U.S.","Cambridge","MA","www.akamai.com","Public","Market value as of March 31, 2023.",3.617e+09,5.24e+08,8.303e+09,1.2239e+10
"800",800,"Flowserve","FLS","Industrials","Industrial Machinery","yes","false","false","no",-56,"no","yes","n/a","no","no",16000,4458,2.1,49.8,"R. Scott Rowe","U.S.","Irving","TX","www.flowserve.com","Public","Market value as of March 31, 2023.",3.615e+09,1.89e+08,4.791e+09,4.458e+09
"801",801,"Garrett Motion","GTX","Motor Vehicles & Parts","Motor Vehicles & Parts","yes","false","false","yes",-65,"no","yes","n/a","no","no",8300,497,-0.8,NA,"Olivier Rabiller","U.S.","Plymouth","MI","www.garrettmotion.com","Public","Incorporated in the U.S. and headquartered in Switzerland. Its North American headquarters are in Plymouth, Mich. Net income and earnings per share percent change not available due to emergence from bankruptcy, April 30, 2021. Market value as of March 31, 2023.",3.603e+09,3.9e+08,2.637e+09,4.97e+08
"802",802,"RH","RH","Retailing","Specialty Retailers: Other","yes","false","false","no",-82,"no","yes","n/a","no","no",5820,5369,-4.5,-23.2,"Gary G. Friedman","U.S.","Corte Madera","CA","www.rh.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",3.591e+09,5.29e+08,5.309e+09,5.369e+09
"803",803,"Peloton Interactive","PTON","Hotels, Restaurants & Leisure","Toys, Sporting Goods","no","false","false","no",-114,"no","yes","n/a","no","no",6122,3924,-10.9,NA,"Barry W. McCarthy","U.S.","New York","NY","www.onepeloton.com","Public","Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",3.582e+09,2.828e+09,4.029e+09,3.924e+09
"804",804,"ResMed","RMD","Health Care","Medical Products and Equipment","yes","false","false","yes",-2,"no","yes","n/a","no","no",8160,32172,11.9,64.3,"Michael J. Farrell","U.S.","San Diego","CA","www.resmed.com","Public","Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",3.578e+09,7.79e+08,5.096e+09,3.2172e+10
"805",805,"Grocery Outlet Holding","GO","Food & Drug Stores","Food and Drug Stores","yes","false","false","yes",11,"yes","no","n/a","no","no",917,2761,16.2,4.4,"Robert J. Sheedy Jr.","U.S.","Emeryville","CA","www.groceryoutlet.com","Public","Market value as of March 31, 2023.",3.578e+09,6.5e+07,2.772e+09,2.761e+09
"806",806,"CNO Financial Group","CNO","Financials","Insurance: Life, Health (stock)","yes","false","false","yes",-124,"no","yes","n/a","no","no",3400,2548,-13.2,-10,"Gary C. Bhojwani","U.S.","Carmel","IN","www.cnoinc.com","Public","Market value as of March 31, 2023.",3.577e+09,3.97e+08,3.3339e+10,2.548e+09
"807",807,"Brown & Brown","BRO","Financials","Insurance: Property and Casualty (Stock)","yes","false","false","yes",15,"yes","no","n/a","no","no",15201,16290,17.1,14.4,"J. Powell Brown","U.S.","Daytona Beach","FL","www.bbinsurance.com","Public","Market value as of March 31, 2023.",3.573e+09,6.72e+08,1.3974e+10,1.629e+10
"808",808,"Travel + Leisure","TNL","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","yes","false","false","yes",2,"yes","no","n/a","no","no",18200,3040,13.8,15.9,"Michael D. Brown","U.S.","Orlando","FL","www.travelandleisureco.com","Public","Market value as of March 31, 2023.",3.567e+09,3.57e+08,6.757e+09,3.04e+09
"809",809,"Cadence Design Systems","CDNS","Technology","Computer Software","yes","false","false","yes",25,"yes","no","n/a","no","yes",10228,57398,19.2,22,"Anirudh Devgan","U.S.","San Jose","CA","www.cadence.com","Public","Market value as of March 31, 2023.",3.562e+09,8.49e+08,5.137e+09,5.7398e+10
"810",810,"Selective Insurance Group","SIGI","Financials","Insurance: Property and Casualty (Stock)","yes","false","false","yes",-41,"no","yes","n/a","no","no",2520,5767,5.3,-44.3,"John J. Marchioni","U.S.","Branchville","NJ","www.selective.com","Public","Market value as of March 31, 2023.",3.558e+09,2.25e+08,1.0802e+10,5.767e+09
"811",811,"Boyd Gaming","BYD","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","yes","false","false","yes",-40,"no","yes","n/a","no","no",15771,6533,5.5,37.8,"Keith E. Smith","U.S.","Las Vegas","NV","www.boydgaming.com","Public","Market value as of March 31, 2023.",3.555e+09,6.39e+08,6.311e+09,6.533e+09
"812",812,"Crocs","CROX","Apparel","Apparel","yes","false","false","yes",142,"yes","no","n/a","no","no",6680,7808,53.7,-25.6,"Andrew Rees","U.S.","Broomfield","CO","www.crocs.com","Public","Market value as of March 31, 2023.",3.555e+09,5.4e+08,4.502e+09,7.808e+09
"813",813,"Hyster-Yale Materials Handling","HY","Industrials","Industrial Machinery","no","false","false","yes",5,"yes","no","n/a","no","no",8200,856,15.4,NA,"Rajiv K. Prasad","U.S.","Cleveland","OH","www.hyster-yale.com","Public","Market value as of March 31, 2023.",3.548e+09,7.4e+07,2.026e+09,8.56e+08
"814",814,"MKS Instruments","MKSI","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",29,"yes","no","n/a","no","no",10675,5908,20.3,-39.6,"John T.C. Lee","U.S.","Andover","MA","www.mks.com","Public","Market value as of March 31, 2023.",3.547e+09,3.33e+08,1.1495e+10,5.908e+09
"815",815,"Pitney Bowes","PBI","Technology","Computers, Office Equipment","yes","false","false","no",-86,"no","yes","n/a","no","no",11000,682,-3.7,NA,"Marc B. Lautenbach","U.S.","Stamford","CT","www.pitneybowes.com","Public","Market value as of March 31, 2023.",3.538e+09,3.7e+07,4.741e+09,6.82e+08
"816",816,"PDC Energy","PDCE","Energy","Mining, Crude-Oil Production","yes","false","false","yes",NA,"","","n/a","no","no",616,5673,109,240.4,"Barton R. Brookman","U.S.","Denver","CO","www.pdce.com","Public","Excise taxes have been deducted. Market value as of March 31, 2023.",3.534e+09,1.778e+09,7.983e+09,5.673e+09
"817",817,"ScanSource","SCSC","Wholesalers","Wholesalers: Electronics and Office Equipment","yes","true","false","yes",-44,"no","yes","n/a","no","no",2700,772,4.9,722.6,"Michael L. Baur","U.S.","Greenville","SC","www.scansource.com","Public","Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",3.53e+09,8.9e+07,1.937e+09,7.72e+08
"818",818,"Take-Two Interactive Software","TTWO","Media","Entertainment","yes","false","false","yes",-48,"no","yes","n/a","no","no",7799,20123,3.9,-29,"Strauss H. Zelnick","U.S.","New York","NY","www.take2games.com","Public","Acquired Zynga (2021 rank: 874), May 23, 2022. Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",3.505e+09,4.18e+08,6.546e+09,2.0123e+10
"819",819,"Tetra Tech","TTEK","Engineering & Construction","Engineering & Construction","yes","false","false","no",-20,"no","yes","n/a","no","no",21000,7820,9,13,"Dan L. Batrack","U.S.","Pasadena","CA","www.tetratech.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3.504e+09,2.63e+08,2.623e+09,7.82e+09
"820",820,"Copart","CPRT","Retailing","Automotive Retailing, Services","yes","false","false","yes",78,"yes","no","n/a","no","no",9500,35845,30,16.4,"A. Jayson Adair/Jeffrey Liaw","U.S.","Dallas","TX","www.copart.com","Public","Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",3.501e+09,1.09e+09,5.309e+09,3.5845e+10
"821",821,"First Horizon","FHN","Financials","Commercial Banks","yes","false","false","no",-27,"no","yes","n/a","no","no",7397,9554,8.2,-9.9,"D. Bryan Jordan","U.S.","Memphis","TN","www.firsthorizon.com","Public","Market value as of March 31, 2023.",3.498e+09,9e+08,7.8953e+10,9.554e+09
"822",822,"Vishay Intertechnology","VSH","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",-31,"no","yes","n/a","no","no",23900,3169,7.9,43.9,"Joel Smejkal","U.S.","Malvern","PA","www.vishay.com","Public","Market value as of March 31, 2023.",3.497e+09,4.29e+08,3.866e+09,3.169e+09
"823",823,"Medical Mutual of Ohio","","Financials","Insurance: Life, Health (Mutual)","yes","false","false","yes",-75,"no","yes","n/a","no","no",2945,NA,-0.6,-58.7,"Steven C. Glass","U.S.","Cleveland","OH","www.medmutual.com","Private","Market value as of March 31, 2021.",3.493e+09,3.2e+07,2.587e+09,NA
"824",824,"Schnitzer Steel Industries","SCHN","Materials","Metals","yes","false","true","yes",66,"yes","no","n/a","no","no",3471,851,26.4,2.2,"Tamara L. Lundgren","U.S.","Portland","OR","www.schnitzersteel.com","Public","Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",3.486e+09,1.69e+08,1.827e+09,8.51e+08
"825",825,"Change Healthcare","","Health Care","Health Care: Pharmacy and Other Services","no","false","false","no",-10,"no","yes","n/a","no","no",14000,NA,12.6,NA,"Neil E. de Crescenzo","U.S.","Nashville","TN","www.changehealthcare.com","Private","Acquired by UnitedHealth Group (2022 rank: 5), Oct. 3, 2022. Figures are for fiscal year ended March 31, 2022.",3.481e+09,5.7e+07,9.933e+09,NA
"826",826,"Clover Health Investments","CLOV","Health Care","Health Care: Insurance and Managed Care","no","true","false","no",NA,"","","n/a","no","no",656,405,136.2,NA,"Andrew Toy","U.S.","Franklin","TN","www.cloverhealth.com","Public","Market value as of March 31, 2023.",3.477e+09,3.39e+08,8.09e+08,4.05e+08
"827",827,"Columbia Sportswear","COLM","Apparel","Apparel","yes","false","false","yes",-14,"no","yes","n/a","no","no",9450,5611,10.8,-12,"Timothy P. Boyle","U.S.","Portland","OR","www.columbia.com","Public","Market value as of March 31, 2023.",3.464e+09,3.11e+08,3.052e+09,5.611e+09
"828",828,"H&R Block","HRB","Financials","Diversified Financials","yes","false","false","no",-87,"no","yes","n/a","no","no",36850,5368,-3.5,-19,"Jeffrey J. Jones II","U.S.","Kansas City","MO","www.hrblock.com","Public","Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",3.463e+09,5.54e+08,3.269e+09,5.368e+09
"829",829,"Diebold Nixdorf","DBD","Technology","Computers, Office Equipment","no","false","false","no",-125,"no","yes","n/a","no","no",21000,96,-11.4,NA,"Octavio Marquez","U.S.","Hudson","OH","www.dieboldnixdorf.com","Public","Market value as of March 31, 2023.",3.461e+09,5.81e+08,3.065e+09,9.6e+07
"830",830,"Kaiser Aluminum","KALU","Materials","Metals","no","false","false","yes",76,"yes","no","n/a","no","no",4000,1190,30.7,NA,"Keith A. Harvey","U.S.","Franklin","TN","www.kaiseraluminum.com","Public","Market value as of March 31, 2023.",3.428e+09,3e+07,2.289e+09,1.19e+09
"831",831,"Fleetcor Technologies","FLT","Business Services","Financial Data Services","yes","false","false","yes",37,"yes","no","n/a","no","no",9900,15496,20.9,13.7,"Ronald F. Clarke","U.S.","Atlanta","GA","www.fleetcor.com","Public","Market value as of March 31, 2023.",3.427e+09,9.54e+08,1.4089e+10,1.5496e+10
"832",832,"Incyte","INCY","Health Care","Pharmaceuticals","yes","false","false","yes",3,"yes","no","n/a","no","no",2324,16114,13.7,-64.1,"Hervé Hoppenot","U.S.","Wilmington","DE","www.incyte.com","Public","Market value as of March 31, 2023.",3.395e+09,3.41e+08,5.841e+09,1.6114e+10
"833",833,"OGE Energy","OGE","Energy","Utilities: Gas and Electric","yes","false","false","yes",-98,"no","yes","n/a","no","no",2237,7543,-7.6,-9.7,"Sean Trauschke","U.S.","Oklahoma City","OK","www.ogeenergy.com","Public","Market value as of March 31, 2023.",3.376e+09,6.66e+08,1.2545e+10,7.543e+09
"834",834,"Crane NXT","CXT","Industrials","Industrial Machinery","yes","false","false","no",-67,"no","yes","n/a","no","no",11000,6405,-1,-7.9,"Aaron W. Saak","U.S.","Stamford","CT","www.cranenxt.com","Public","Spun off Crane Company and changed name from Crane Holdings, April 3, 2023. Market value as of March 31, 2023.",3.375e+09,4.01e+08,4.39e+09,6.405e+09
"835",835,"IDEXX Laboratories","IDXX","Health Care","Medical Products and Equipment","yes","false","false","yes",-37,"no","yes","n/a","no","no",10780,41493,4.7,-8.8,"Jonathan J. Mazelsky","U.S.","Westbrook","ME","www.idexx.com","Public","Market value as of March 31, 2023.",3.367e+09,6.79e+08,2.747e+09,4.1493e+10
"836",836,"Adams Resources & Energy","AE","Energy","Petroleum Refining","yes","false","false","yes",NA,"","","n/a","no","no",882,97,66.3,-70.7,"Kevin J. Roycraft","U.S.","Houston","TX","www.adamsresources.com","Public","Market value as of March 31, 2023.",3.367e+09,4e+06,3.84e+08,9.7e+07
"837",837,"MRC Global","MRC","Energy","Wholesalers: Diversified","yes","false","false","yes",64,"yes","no","n/a","no","no",2800,819,26.1,NA,"Robert J. Saltiel Jr.","U.S.","Houston","TX","www.mrcglobal.com","Public","Market value as of March 31, 2023.",3.363e+09,7.5e+07,1.895e+09,8.19e+08
"838",838,"Popular","BPOP","Financials","Commercial Banks","yes","false","false","yes",50,"yes","no","n/a","no","no",8813,4132,21.6,17.9,"Ignacio Alvarez","U.S.","Hato Rey","PR","www.popular.com","Public","Market value as of March 31, 2023.",3.363e+09,1.103e+09,6.7638e+10,4.132e+09
"839",839,"Euronet Worldwide","EEFT","Business Services","Financial Data Services","yes","false","false","yes",-8,"no","yes","n/a","no","no",9500,5576,12.1,226.6,"Michael J. Brown","U.S.","Leawood","KS","www.euronetworldwide.com","Public","Market value as of March 31, 2023.",3.359e+09,2.31e+08,5.404e+09,5.576e+09
"840",840,"SM Energy","SM","Energy","Mining, Crude-Oil Production","yes","false","false","yes",65,"yes","no","n/a","no","no",539,3394,28.1,2969.2,"Herbert S. Vogel","U.S.","Denver","CO","www.sm-energy.com","Public","Market value as of March 31, 2023.",3.359e+09,1.112e+09,5.716e+09,3.394e+09
"841",841,"EnerSys","ENS","Industrials","Electronics, Electrical Equip.","yes","false","false","no",-3,"no","yes","n/a","no","no",11400,3549,12.7,0.4,"David M. Shaffer","U.S.","Reading","PA","www.enersys.com","Public","Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",3.357e+09,1.44e+08,3.737e+09,3.549e+09
"842",842,"Realty Income","O","Financials","Real estate","yes","false","false","yes",NA,"","","n/a","no","no",393,41825,60.7,141.9,"Sumit Roy","U.S.","San Diego","CA","www.realtyincome.com","Public","A real estate investment trust. Market value as of March 31, 2023.",3.344e+09,8.69e+08,4.9673e+10,4.1825e+10
"843",843,"Dream Finders Homes","DFH","Engineering & Construction","Homebuilders","yes","true","false","no",NA,"","","n/a","no","no",1170,1232,73.7,116.6,"Patrick O. Zalupski","U.S.","Jacksonville","FL","www.dreamfindershomes.com","Public","Market value as of March 31, 2023.",3.342e+09,2.62e+08,2.371e+09,1.232e+09
"844",844,"Central Garden & Pet","CENT","Household Products","Household and Personal Products","yes","false","false","no",-59,"no","yes","n/a","no","no",6700,2134,1.1,0.3,"Timothy P. Cofer","U.S.","Walnut Creek","CA","www.central.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3.339e+09,1.52e+08,3.282e+09,2.134e+09
"845",845,"Zions Bancorp.","ZION","Financials","Commercial Banks","yes","false","false","yes",-4,"no","yes","n/a","no","no",9989,4433,12.4,-19.7,"Harris H. Simmons","U.S.","Salt Lake City","UT","www.zionsbancorporation.com","Public","Market value as of March 31, 2023.",3.337e+09,9.07e+08,8.9545e+10,4.433e+09
"846",846,"Frontier Group Holdings","ULCC","Transportation","Airlines","no","false","false","yes",NA,"","","n/a","no","no",6450,2146,61.5,NA,"Barry L. Biffle","U.S.","Denver","CO","www.flyfrontier.com","Public","Market value as of March 31, 2023.",3.326e+09,3.7e+07,4.499e+09,2.146e+09
"847",847,"AptarGroup","ATR","Materials","Packaging, Containers","yes","false","false","yes",-51,"no","yes","n/a","no","no",13500,7728,2.9,-2,"Stephan B. Tanda","U.S.","Crystal Lake","IL","www.aptar.com","Public","Market value as of March 31, 2023.",3.322e+09,2.39e+08,4.204e+09,7.728e+09
"848",848,"Coherent","COHR","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",-34,"no","yes","n/a","no","no",23658,5292,6.8,-21.1,"Vincent D. Mattera Jr.","U.S.","Saxonburg","PA","www.ii-vi.com","Public","Changed name from II-VI, July 1, 2022. Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",3.317e+09,2.35e+08,7.845e+09,5.292e+09
"849",849,"Designer Brands","DBI","Retailing","Specialty Retailers: Apparel","yes","false","false","yes",-46,"no","yes","n/a","no","no",14000,556,3.7,5.3,"Douglas M. Howe","U.S.","Columbus","OH","www.designerbrands.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",3.315e+09,1.63e+08,2.01e+09,5.56e+08
"850",850,"Cooper Cos.","COO","Health Care","Medical Products and Equipment","yes","false","false","yes",1,"yes","no","n/a","no","no",14000,18465,13.2,-86.9,"Albert G. White III","U.S.","San Ramon","CA","www.coopercos.com","Public","Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",3.308e+09,3.86e+08,1.1492e+10,1.8465e+10
"851",851,"Donaldson","DCI","Industrials","Industrial Machinery","yes","false","false","yes",10,"yes","no","n/a","no","no",14000,7924,15.9,16,"Tod E. Carpenter","U.S.","Minneapolis","MN","www.donaldson.com","Public","Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",3.307e+09,3.33e+08,2.6e+09,7.924e+09
"852",852,"Cheesecake Factory","CAKE","Hotels, Restaurants & Leisure","Food Services","yes","false","false","yes",-4,"no","yes","n/a","no","yes",47500,1810,12.8,-40.4,"David M. Overton","U.S.","Calabasas Hills","CA","www.thecheesecakefactory.com","Public","Market value as of March 31, 2023.",3.303e+09,4.3e+07,2.775e+09,1.81e+09
"853",853,"Granite Construction","GVA","Engineering & Construction","Engineering & Construction","yes","false","false","yes",-104,"no","yes","n/a","no","no",3800,1797,-5.7,725.1,"Kyle T. Larkin","U.S.","Watsonville","CA","www.graniteconstruction.com","Public","Market value as of March 31, 2023.",3.301e+09,8.3e+07,2.168e+09,1.797e+09
"854",854,"Werner Enterprises","WERN","Transportation","Trucking, Truck Leasing","yes","false","false","yes",38,"yes","no","n/a","no","no",14300,2877,20.3,-6.9,"Derek J. Leathers","U.S.","Omaha","NE","www.werner.com","Public","Market value as of March 31, 2023.",3.29e+09,2.41e+08,3.097e+09,2.877e+09
